State,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
CA,2,75.0,,62.0,29.89,10.0,,
CA,2,73.0,,66.0,29.93,10.0,4.6,
MA,3,81.0,,67.0,30.22,10.0,6.9,
MI,2,68.0,,93.0,30.24,2.0,,
NY,2,69.1,,100.0,30.22,10.0,,
PA,2,71.6,,100.0,30.27,10.0,,
NY,3,75.9,,85.0,30.25,10.0,,
PA,2,71.6,,100.0,30.27,10.0,,
PA,2,77.0,,78.0,30.28,10.0,,
MD,2,75.2,,100.0,30.23,8.0,,
PA,3,73.0,,81.0,30.26,10.0,4.6,
VA,2,78.1,,90.0,30.25,10.0,3.5,
VA,3,84.0,,67.0,30.19,10.0,3.5,
OH,2,82.0,,71.0,30.27,10.0,,
NC,3,66.9,,97.0,30.27,10.0,,
NC,2,80.1,,81.0,30.25,10.0,3.5,
NC,2,87.1,,63.0,30.22,10.0,4.6,
NC,2,84.9,,67.0,30.26,10.0,4.6,
NC,2,84.9,,67.0,30.26,10.0,4.6,
VA,2,87.1,,69.0,30.32,10.0,4.6,
NC,2,90.0,,55.0,30.23,10.0,8.1,
VA,2,84.2,,74.0,30.19,10.0,,
FL,2,84.9,,80.0,30.08,9.0,11.5,0.0
FL,2,84.0,,69.0,30.02,10.0,11.5,
FL,3,77.0,,96.0,30.1,10.0,4.6,
FL,3,86.0,,74.0,30.06,10.0,4.6,0.06
FL,2,82.4,,84.0,30.06,10.0,8.1,
SC,2,73.4,,94.0,30.24,9.0,,
SC,2,75.9,,85.0,30.26,10.0,8.1,
SC,2,86.0,,70.0,30.24,10.0,4.6,
SC,3,93.0,,52.0,30.15,10.0,,
FL,3,84.0,,85.0,30.13,10.0,12.7,0.0
SC,2,75.2,,100.0,30.2,7.0,,
SC,2,84.2,,70.0,30.19,10.0,8.1,
SC,2,86.0,,70.0,30.16,10.0,5.8,
MN,2,73.9,,93.0,30.06,10.0,5.8,
MN,3,72.0,,93.0,30.01,10.0,5.8,0.06
MN,3,73.9,,97.0,30.04,4.0,4.6,0.03
MN,2,75.2,,94.0,30.01,5.0,,
IL,2,75.0,,87.0,30.15,10.0,6.9,
MO,2,73.9,,82.0,30.06,10.0,11.5,
MO,2,75.0,,82.0,30.09,10.0,13.8,
TX,2,77.0,,82.0,29.94,3.0,6.9,0.0
LA,2,90.0,,61.0,29.95,10.0,4.6,
TX,2,75.9,,91.0,29.96,10.0,8.1,
TX,2,75.0,,84.0,29.98,10.0,12.7,
OK,2,75.2,,94.0,30.03,10.0,,
TX,2,84.9,,67.0,29.98,10.0,3.5,
LA,2,90.0,,59.0,30.01,10.0,11.5,
AL,2,77.0,,88.0,30.08,7.0,10.4,
TN,2,73.0,,84.0,30.2,10.0,,
TN,2,86.0,,53.0,30.23,10.0,4.6,
TN,2,86.0,,53.0,30.23,10.0,4.6,
TN,2,91.9,,44.0,30.21,10.0,11.5,
TN,3,91.0,,45.0,30.11,10.0,9.2,
AL,2,87.3,,64.0,30.08,10.0,12.7,
AL,2,87.8,,66.0,30.07,10.0,12.7,
TX,2,78.1,,100.0,29.99,10.0,3.5,0.02
TX,2,80.6,,79.0,29.99,9.0,,
CO,3,59.5,,64.0,30.08,10.0,6.9,
UT,2,62.1,,29.0,29.93,10.0,6.9,
AZ,2,96.1,,22.0,29.73,10.0,4.6,
TX,3,71.1,,55.0,29.84,10.0,,0.0
OR,2,46.0,44.8,83.0,29.97,10.0,3.5,
WA,3,55.0,,77.0,30.14,10.0,4.6,
WA,2,73.9,,45.0,30.06,10.0,8.1,
OR,2,53.1,,83.0,30.1,10.0,3.5,
OR,3,57.2,,72.0,30.11,10.0,3.5,
CA,3,63.0,,70.0,29.86,10.0,4.6,
CA,3,57.0,,89.0,29.83,6.0,3.5,
CA,2,63.0,,78.0,29.92,8.0,5.8,
CA,2,70.0,,61.0,29.88,10.0,4.6,
CA,2,57.0,,93.0,29.95,4.0,3.5,
CA,2,98.1,,21.0,29.75,9.0,4.6,
CA,2,68.0,,81.0,,10.0,,
CA,3,72.0,,73.0,29.91,7.0,,
CA,2,78.8,,57.0,29.91,10.0,11.5,
CA,3,80.6,,54.0,29.82,10.0,9.2,
CA,3,70.0,,76.0,29.9,10.0,4.6,
CA,2,71.6,,73.0,29.87,10.0,5.8,
MA,2,66.9,,100.0,30.28,,8.1,
MA,3,82.9,,65.0,30.19,,13.8,
MI,3,91.0,,48.0,30.07,10.0,18.4,
MI,2,72.0,,91.0,30.15,5.0,9.2,0.39
MA,2,82.9,,63.0,30.18,10.0,5.8,
NY,2,79.0,,79.0,30.19,10.0,6.9,
NY,2,80.1,,76.0,30.21,10.0,4.6,
DE,2,78.1,,84.0,30.24,10.0,,
NY,2,82.9,,69.0,30.24,10.0,3.5,
PA,3,87.1,,61.0,30.15,10.0,5.8,
CT,3,72.0,,91.0,30.21,10.0,,
MD,3,82.0,,79.0,30.21,,,
VA,3,79.0,,90.0,30.28,10.0,,
KY,3,87.1,,57.0,30.18,10.0,5.8,
KY,3,88.0,,63.0,30.12,10.0,4.6,
OH,2,72.7,,89.0,30.19,10.0,,
NC,2,79.0,,88.0,30.22,6.0,,
NC,3,84.9,,69.0,30.22,7.0,5.8,
NC,2,89.1,,50.0,30.14,10.0,8.1,
NC,2,78.1,,87.0,30.24,10.0,4.6,
VA,2,89.1,,59.0,30.22,10.0,3.5,
NC,3,90.0,,50.0,30.18,10.0,6.9,
NC,3,90.0,,50.0,30.18,10.0,6.9,
VA,2,89.1,,57.0,30.17,10.0,5.8,
FL,3,80.1,,96.0,30.05,10.0,5.8,0.07
FL,2,88.0,,67.0,30.01,10.0,11.5,
FL,3,88.0,,65.0,30.0,10.0,13.8,
FL,2,75.9,,100.0,30.04,10.0,6.9,
FL,3,81.0,,91.0,30.06,10.0,10.4,
SC,3,73.4,,94.0,30.22,10.0,,
SC,2,77.0,,88.0,30.22,10.0,5.8,
SC,2,87.8,,58.0,30.19,10.0,6.9,
GA,3,86.0,,59.0,30.11,10.0,4.6,
FL,3,90.0,,57.0,30.1,10.0,12.7,
FL,3,88.0,,67.0,30.09,10.0,12.7,
SC,2,78.1,,93.0,30.17,10.0,5.8,
MN,3,63.0,,72.0,30.17,10.0,11.5,
MN,3,64.0,,54.0,30.31,10.0,5.8,
IL,2,73.0,,90.0,30.06,10.0,5.8,
MN,2,71.1,,41.0,30.25,10.0,10.4,
KS,2,73.0,,100.0,30.1,1.0,12.7,0.23
IL,2,81.0,,67.0,30.07,10.0,13.8,
IA,2,72.0,,84.0,30.12,10.0,11.5,
MO,3,78.1,,74.0,30.09,10.0,10.4,
TX,2,80.1,,79.0,30.0,10.0,3.5,
TX,2,77.0,,88.0,29.99,10.0,3.5,
OK,3,80.6,,74.0,30.08,10.0,6.9,
OK,2,84.0,,63.0,29.99,10.0,,
TX,2,80.1,,79.0,30.0,10.0,3.5,
TX,2,80.1,,85.0,30.02,10.0,5.8,
AL,3,82.9,,67.0,30.1,10.0,5.8,
TN,2,84.0,,61.0,30.12,10.0,4.6,0.0
TN,2,81.0,,69.0,30.13,10.0,,
AL,2,82.0,,79.0,30.1,10.0,4.6,0.0
MS,2,81.0,,88.0,29.99,10.0,5.8,0.01
TX,2,77.0,,100.0,29.95,10.0,6.9,
TX,2,78.8,,89.0,29.95,10.0,5.8,
TX,2,84.2,,66.0,29.94,9.0,,
UT,2,,,,,,,
UT,3,77.9,,29.0,30.18,10.0,16.1,
AZ,2,82.9,,39.0,29.85,10.0,6.9,
AZ,2,95.0,,26.0,29.97,10.0,,
AZ,2,100.0,,16.0,29.79,10.0,11.5,
OR,2,81.0,,33.0,29.88,10.0,8.1,
WA,2,72.0,,43.0,29.97,10.0,4.6,
WA,2,90.0,,18.0,29.87,10.0,6.9,
CA,2,59.0,,90.0,29.88,9.0,5.8,
CA,3,59.0,,87.0,29.85,8.0,5.8,
CA,3,57.9,,81.0,29.87,9.0,5.8,
CA,2,89.6,,21.0,29.89,9.0,10.4,
CA,2,98.1,,10.0,29.81,10.0,11.5,
CA,3,66.0,,63.0,29.92,10.0,10.4,
CA,3,57.9,,81.0,29.98,10.0,12.7,
CA,2,57.2,,88.0,30.02,9.0,,
CA,2,88.0,,30.0,29.89,9.0,4.6,
CA,2,68.0,,68.0,29.98,10.0,4.6,
CA,3,,,,30.0,10.0,5.8,
CA,2,64.9,,90.0,,5.0,,
CA,2,66.9,,81.0,29.95,2.0,3.5,
CA,3,71.1,,73.0,29.95,8.0,,
CA,2,70.0,,78.0,29.97,5.0,,
CA,2,73.9,,66.0,29.95,10.0,9.2,
CA,2,70.0,,76.0,29.96,10.0,8.1,
CA,3,73.0,,64.0,29.95,10.0,8.1,
RI,3,93.9,,52.0,30.03,10.0,9.2,
MI,2,69.8,,88.0,30.28,10.0,9.2,0.01
MI,2,71.1,,61.0,30.28,10.0,6.9,
NY,2,91.0,,50.0,30.01,10.0,4.6,
NY,2,78.1,,90.0,30.17,10.0,,
PA,2,73.4,,100.0,30.19,1.8,,
NY,3,91.4,,59.0,30.04,10.0,,
CT,3,80.1,,79.0,30.13,10.0,6.9,
PA,3,72.0,,93.0,30.22,9.0,,
KY,3,80.1,,85.0,30.19,10.0,,
KY,3,75.9,,94.0,30.24,0.8,19.6,0.03
TN,2,70.0,,100.0,30.19,3.0,,
TN,2,88.0,,57.0,30.16,10.0,,
NC,2,89.1,,55.0,30.08,10.0,5.8,
NC,2,73.9,,93.0,30.22,10.0,,
VA,2,81.0,,77.0,30.2,10.0,,
VA,2,91.9,,47.0,30.1,10.0,3.5,
VA,3,79.0,,84.0,30.17,10.0,,
FL,2,75.9,,97.0,30.02,10.0,9.2,
FL,3,84.0,,82.0,29.94,9.0,16.1,0.0
FL,4,82.0,,79.0,29.98,10.0,8.1,
FL,2,90.0,,59.0,30.06,10.0,10.4,
FL,2,,,,,,,
FL,2,82.9,,74.0,29.96,10.0,9.2,
FL,2,79.0,,90.0,30.08,10.0,5.8,
FL,2,82.4,,70.0,29.98,,8.1,
SC,2,73.0,,96.0,30.2,8.0,3.5,
SC,2,73.9,,97.0,30.22,7.0,3.5,
GA,2,77.0,,84.0,30.17,9.0,,
SC,2,82.4,,70.0,30.23,10.0,,
SC,3,81.0,,72.0,30.13,10.0,4.6,
SC,2,,,,,,,
GA,2,91.0,,50.0,30.16,10.0,6.9,
SC,3,87.8,,58.0,30.09,10.0,,
MN,2,48.7,,99.0,30.46,10.0,,
IA,3,70.0,,81.0,30.31,10.0,10.4,
MO,2,73.9,,79.0,30.14,10.0,8.1,
LA,2,82.0,,90.0,30.05,10.0,,
TX,2,91.0,,48.0,30.03,10.0,4.6,
TX,2,95.0,,41.0,29.99,10.0,4.6,
OK,3,75.0,,96.0,30.05,5.0,6.9,0.24
TX,2,84.0,,76.0,29.92,10.0,3.5,0.03
TX,3,75.9,,94.0,30.0,9.0,3.5,0.05
TX,3,79.0,,88.0,30.02,10.0,,
TX,3,73.4,,100.0,30.06,10.0,,
TX,3,87.1,,65.0,30.06,10.0,5.8,
LA,3,81.0,,85.0,30.0,10.0,4.6,0.12
TN,2,73.9,,85.0,30.15,6.0,8.1,0.03
AL,2,84.0,,55.0,30.06,10.0,8.1,
FL,2,,,,,,,
OK,2,73.0,,100.0,30.09,3.0,4.6,0.04
TX,2,78.8,,94.0,30.03,9.0,,
OK,2,75.0,,96.0,30.12,10.0,5.8,0.0
TX,3,86.0,,66.0,29.96,10.0,5.8,
CO,3,51.8,,88.0,30.39,10.0,,
CO,3,59.4,,81.0,30.4,7.0,5.8,
UT,3,87.1,,21.0,30.04,10.0,13.8,
AZ,2,98.6,,22.0,29.98,30.0,10.4,
AZ,2,101.1,,18.0,29.86,10.0,6.9,
NM,3,62.1,,72.0,30.16,10.0,6.9,
WA,3,63.0,,65.0,30.04,10.0,,
WA,3,68.0,,56.0,30.06,10.0,4.6,
NV,3,64.9,,40.0,30.09,10.0,4.6,
CA,2,50.0,,94.0,30.02,8.0,,
CA,2,60.1,,78.0,30.11,10.0,4.6,
CA,2,64.4,,77.0,30.09,10.0,9.2,
CA,3,68.0,,61.0,30.06,9.0,4.6,
CA,2,93.0,,27.0,29.94,9.0,15.0,
CA,3,61.0,,81.0,30.02,10.0,12.7,
CA,2,57.9,,87.0,30.09,8.0,,
CA,2,66.9,,70.0,30.03,10.0,8.1,
CA,2,66.9,,87.0,30.01,10.0,,
CA,3,68.0,,78.0,30.03,6.0,,
CA,2,69.1,,78.0,30.03,9.0,,
CA,3,71.1,,73.0,30.01,10.0,5.8,
CA,2,69.8,,78.0,30.08,6.0,6.9,
CA,3,69.8,,78.0,30.08,6.0,6.9,
CA,3,75.2,,61.0,30.04,9.0,8.1,
CA,2,77.0,,60.0,29.97,10.0,9.2,
CA,2,72.0,,68.0,29.94,10.0,3.5,
RI,3,66.9,,79.0,30.04,10.0,6.9,0.0
NY,2,66.0,,87.0,30.24,10.0,,
PA,2,75.9,,79.0,30.13,10.0,8.1,
PA,2,77.0,,82.0,30.15,10.0,6.9,
NJ,2,73.0,,73.0,30.1,10.0,6.9,
VA,3,84.0,,81.0,30.03,10.0,,
OH,2,72.0,,91.0,30.17,8.0,6.9,
OH,2,72.3,,86.0,30.19,10.0,5.8,
KY,2,88.0,,61.0,30.05,10.0,5.8,
TN,2,68.0,,100.0,30.12,10.0,,
TN,2,68.0,,100.0,30.12,10.0,,
TN,3,75.2,,89.0,30.15,10.0,,
NC,2,90.0,,54.0,30.12,10.0,,
NC,2,90.0,,45.0,30.1,10.0,6.9,
NC,2,91.9,,45.0,30.04,10.0,,
NC,2,93.2,,36.0,30.07,10.0,4.6,
NC,3,73.0,,93.0,30.13,10.0,,
VA,3,87.1,,65.0,30.12,10.0,4.6,
VA,2,90.0,,55.0,30.14,10.0,4.6,
NC,2,89.6,,55.0,30.11,10.0,,
VA,2,88.0,,61.0,30.03,10.0,,
VA,2,73.4,,94.0,30.03,10.0,,0.0
FL,3,78.1,,93.0,30.01,10.0,,
FL,2,84.0,,72.0,30.0,10.0,10.4,
FL,3,84.0,,67.0,29.94,10.0,9.2,
FL,2,77.0,,94.0,30.03,10.0,3.5,
FL,2,73.9,,87.0,29.99,10.0,,0.17
FL,2,77.0,,88.0,30.04,10.0,4.6,
FL,2,86.0,,57.0,30.02,10.0,8.1,
FL,2,82.4,,74.0,30.0,10.0,,
GA,3,71.1,,93.0,29.31,10.0,3.5,
SC,2,90.0,,46.0,30.11,10.0,4.6,
SC,2,86.2,,61.0,30.04,10.0,3.5,
SC,3,93.9,,43.0,29.97,10.0,10.4,
SC,3,,,,,,,
SC,2,84.0,,72.0,30.02,10.0,9.2,
MN,3,71.6,,57.0,30.29,10.0,5.8,
MN,2,75.0,,41.0,30.29,10.0,11.5,
IL,3,69.1,,75.0,30.22,10.0,11.5,0.0
IL,2,65.5,,98.0,30.22,7.0,10.4,0.02
IL,2,69.1,,57.0,30.24,10.0,15.0,
TX,3,91.0,,50.0,29.88,10.0,8.1,
TX,3,84.9,,59.0,29.86,10.0,17.3,
TX,3,87.1,,63.0,29.95,10.0,,
OK,2,73.0,,96.0,29.99,4.0,6.9,0.1
LA,2,82.9,,79.0,30.04,10.0,3.5,
TX,2,73.9,,97.0,29.98,5.0,3.5,
TX,2,73.0,,98.0,29.96,10.0,,
TN,3,87.1,,57.0,30.11,10.0,4.6,
TN,2,93.0,,42.0,29.98,10.0,8.1,
TX,2,88.0,,70.0,30.03,10.0,4.6,
CO,2,55.9,,87.0,30.24,10.0,6.9,
CO,3,55.4,,94.0,30.35,10.0,4.6,
AZ,2,87.8,,31.0,29.98,10.0,15.0,
AZ,2,96.8,,20.0,29.94,10.0,8.1,
TX,2,73.9,,55.0,29.96,10.0,12.7,
OR,2,53.1,,86.0,30.12,10.0,,
OR,3,73.9,,46.0,30.02,10.0,4.6,
CA,2,55.4,,38.0,30.28,10.0,,
CA,3,60.1,,90.0,30.06,6.0,,
CA,3,57.9,,90.0,30.05,5.0,3.5,
CA,2,77.0,,40.0,30.01,10.0,4.6,
CA,2,77.0,,39.0,30.02,9.0,,
CA,2,77.0,,48.0,30.01,10.0,4.6,
CA,2,95.0,,16.0,30.09,10.0,6.9,
CA,2,91.9,,27.0,29.96,10.0,4.6,
CA,2,96.8,,10.0,29.89,10.0,11.5,
CA,3,62.1,,78.0,29.98,10.0,12.7,
CA,2,,,,,,,
CA,2,60.1,,83.0,30.01,7.0,13.8,
CA,2,64.9,,84.0,29.99,6.0,,
CA,2,96.1,,20.0,29.87,10.0,8.1,
CA,3,66.9,,84.0,29.98,6.0,3.5,
CA,3,,,,30.11,10.0,,
KY,3,73.9,,97.0,29.95,7.0,6.9,
KY,3,75.9,,85.0,29.96,10.0,4.6,
KY,3,75.0,,87.0,29.96,10.0,9.2,
KY,3,68.0,,93.0,30.02,10.0,12.7,
NC,3,80.6,,79.0,30.01,10.0,,
FL,2,82.4,,70.0,29.88,,6.9,
FL,3,82.0,,76.0,29.96,10.0,,0.0
TX,3,75.2,,94.0,29.95,10.0,,
TX,2,73.0,,96.0,29.89,2.0,5.8,0.25
TX,2,73.4,,94.0,29.94,2.0,6.9,
TX,2,73.4,,100.0,29.9,3.0,5.8,
TX,2,91.0,,59.0,29.93,10.0,8.1,
CO,2,55.4,,100.0,30.25,0.2,4.6,
WA,3,63.0,,67.0,30.07,10.0,12.7,
CA,2,91.0,,21.0,29.88,10.0,9.2,
CA,3,69.1,,84.0,29.8,6.0,,
MI,3,64.0,,54.0,30.13,10.0,19.6,
MI,2,64.9,,52.0,30.12,10.0,15.0,
NY,3,50.0,,74.0,30.29,10.0,3.5,
NY,2,55.4,,67.0,30.32,10.0,9.2,
NY,3,57.9,,93.0,30.18,10.0,10.4,0.01
NY,2,57.0,,72.0,30.25,10.0,9.2,
NJ,3,59.0,,93.0,30.2,8.0,13.8,0.06
NY,2,57.9,,97.0,30.25,10.0,15.0,0.01
PA,3,55.9,,97.0,30.15,2.0,4.6,0.03
VA,3,,,,,,,
VA,3,81.0,,82.0,29.93,8.0,16.1,0.0
FL,2,78.1,,90.0,29.94,7.0,11.5,0.15
FL,3,84.0,,76.0,29.92,10.0,11.5,0.0
SC,2,80.6,,74.0,29.93,10.0,,
GA,3,82.0,,71.0,29.88,10.0,,0.27
MO,3,57.0,,87.0,30.03,10.0,3.5,
MO,2,63.0,,87.0,29.99,10.0,9.2,
TX,2,73.0,,93.0,29.89,2.0,3.5,0.18
TX,2,73.9,,91.0,29.88,10.0,5.8,0.02
OK,2,63.0,,93.0,29.98,10.0,11.5,0.0
TX,3,91.4,,49.0,29.85,10.0,5.8,
AZ,3,102.9,,18.0,29.65,10.0,15.0,
CA,3,54.0,,93.0,29.9,10.0,,
CA,2,78.1,,36.0,29.88,10.0,4.6,
CA,2,91.9,,15.0,29.83,10.0,9.2,
CA,2,66.2,,100.0,29.88,2.5,,
CA,3,79.0,,50.0,29.88,10.0,,
CA,3,91.6,,17.0,29.86,10.0,5.8,
CA,3,95.0,,15.0,29.81,6.0,15.0,
MA,3,55.9,,77.0,30.38,10.0,3.5,
NH,3,59.0,,93.0,30.32,7.0,,0.08
MI,2,57.0,,77.0,29.99,10.0,6.9,
MI,3,61.0,,87.0,29.99,10.0,10.4,
NY,2,51.1,,96.0,30.14,2.5,9.2,0.08
NY,2,51.1,,96.0,30.16,2.0,10.4,0.26
NY,2,59.0,,93.0,30.2,8.0,13.8,0.02
NJ,2,60.1,,93.0,30.13,8.0,9.2,0.01
NY,2,60.1,,96.0,30.21,10.0,11.5,0.04
NJ,3,62.2,,93.0,30.11,10.0,6.9,
NY,2,57.2,,100.0,30.18,3.0,8.1,
PA,2,55.9,,97.0,30.09,6.0,10.4,0.02
PA,2,55.9,,93.0,30.12,10.0,19.6,0.01
IN,2,57.0,,89.0,29.94,10.0,5.8,
IN,2,57.0,,93.0,29.95,10.0,8.1,
OH,3,59.0,,90.0,29.89,8.0,5.8,0.01
TN,3,73.0,,87.0,29.97,4.0,3.5,0.09
NC,2,72.0,,97.0,29.96,0.5,,
NC,2,71.1,,100.0,29.97,3.0,6.9,
VA,2,84.0,,72.0,29.99,10.0,,
FL,2,86.0,,72.0,29.97,10.0,9.2,
SC,3,75.0,,100.0,29.91,9.0,3.5,
TN,3,73.0,,90.0,29.89,7.0,4.6,
SC,3,82.9,,85.0,29.9,10.0,5.8,
GA,3,,,,,,,
GA,2,82.9,,69.0,29.91,10.0,5.8,0.0
FL,2,71.6,,100.0,29.94,5.0,,
FL,3,82.4,,74.0,29.95,10.0,8.1,
SC,3,73.9,,100.0,29.93,10.0,,
SC,2,84.2,,66.0,30.03,10.0,,
MN,2,52.2,,92.0,30.03,10.0,,
NE,2,80.6,,49.0,29.96,10.0,9.2,
MN,2,50.0,,87.0,30.04,10.0,3.5,
MN,2,80.6,,45.0,29.94,10.0,10.4,
MN,3,78.8,,51.0,29.93,10.0,11.5,
MO,3,64.9,,90.0,30.03,10.0,,
IL,3,72.0,,64.0,30.0,10.0,10.4,
IL,2,61.0,,83.0,30.06,10.0,,
TX,3,68.0,,83.0,29.97,10.0,,
TX,2,73.0,,84.0,29.91,10.0,10.4,
TX,2,77.0,,66.0,29.98,10.0,8.1,
TX,2,73.9,,79.0,29.91,10.0,,0.0
TX,3,75.2,,69.0,29.95,10.0,,
LA,2,80.1,,81.0,29.95,10.0,3.5,
LA,2,84.9,,72.0,29.94,10.0,4.6,
TX,3,69.8,,78.0,29.99,8.0,4.6,
TX,2,73.4,,88.0,29.94,10.0,8.1,
TN,2,64.0,,80.0,29.96,10.0,5.8,
TN,3,68.0,,68.0,30.0,10.0,4.6,
FL,3,80.1,,87.0,29.98,10.0,4.6,
TX,2,79.0,,97.0,29.94,10.0,9.2,
CO,3,62.6,,39.0,30.1,50.0,2.3,
CO,3,60.8,,34.0,30.09,10.0,,
AZ,2,98.4,,29.0,29.76,10.0,6.9,
AZ,2,104.0,,14.0,29.64,10.0,5.8,
NV,3,90.0,,6.0,29.78,10.0,12.7,
CA,3,57.0,,89.0,29.9,10.0,5.8,
CA,2,57.9,,78.0,29.87,10.0,5.8,
CA,2,61.0,,75.0,29.93,10.0,4.6,
CA,2,91.0,,24.0,29.78,10.0,10.4,
CA,2,88.0,,22.0,29.76,10.0,8.1,
CA,2,72.0,,76.0,29.81,9.0,11.5,
CA,2,82.0,,26.0,29.79,10.0,6.9,
CA,3,64.4,,94.0,29.93,3.0,,
CA,2,68.0,,81.0,29.87,10.0,4.6,
CA,3,68.0,,81.0,29.85,3.0,3.5,
CA,2,66.0,,90.0,29.86,4.0,4.6,
CA,3,80.6,,54.0,29.86,10.0,8.1,
CA,2,77.2,,27.0,29.69,10.0,6.9,
MI,2,60.1,,90.0,30.21,10.0,3.5,
MA,3,57.9,,100.0,30.14,2.5,10.4,0.04
MA,2,73.9,,85.0,30.16,10.0,5.8,
NY,2,63.0,,97.0,30.11,2.0,,
NJ,2,57.9,,100.0,30.09,2.5,8.1,0.0
NY,2,64.9,,93.0,30.11,0.5,4.6,
NY,2,78.1,,81.0,30.13,10.0,5.8,
NY,2,72.0,,97.0,30.14,4.0,3.5,0.03
VA,3,60.8,,100.0,30.12,5.0,3.5,
IN,2,55.9,,100.0,30.16,1.0,,
IN,2,60.1,,93.0,30.16,10.0,3.5,
OH,2,60.4,,100.0,30.12,10.0,,
OH,2,71.2,,61.0,30.15,10.0,,
NC,2,75.9,,87.0,30.06,8.0,5.8,
NC,2,77.0,,83.0,30.13,8.0,,
VA,2,80.6,,74.0,30.13,10.0,,
NC,3,64.4,,100.0,30.1,0.2,,
NC,2,77.2,,85.0,30.09,10.0,,
VA,2,88.0,,59.0,30.12,10.0,,
VA,3,84.2,,62.0,30.11,10.0,,
NC,2,87.1,,61.0,30.08,10.0,4.6,
VA,3,88.0,,57.0,30.06,10.0,3.5,
FL,2,77.0,,90.0,30.01,10.0,3.5,
FL,3,78.1,,90.0,30.0,10.0,,
FL,2,75.9,,100.0,29.99,10.0,4.6,
FL,2,78.1,,93.0,30.01,10.0,4.6,
SC,3,80.6,,79.0,30.05,10.0,6.9,0.03
SC,3,87.1,,65.0,30.03,3.0,,0.0
GA,2,82.9,,69.0,30.02,10.0,3.5,
MN,2,79.0,,50.0,29.87,10.0,20.7,
NE,2,74.1,,68.0,30.03,10.0,12.7,
IL,2,82.0,,41.0,30.08,10.0,3.5,
MN,3,64.0,,87.0,29.99,10.0,4.6,
MN,3,69.1,,75.0,29.99,10.0,5.8,
MN,3,75.2,,53.0,29.87,10.0,16.1,
IL,2,69.1,,70.0,30.15,10.0,4.6,
IL,2,73.0,,66.0,30.14,10.0,9.2,
TX,2,71.1,,94.0,29.91,10.0,5.8,
TX,2,86.0,,57.0,29.84,10.0,,
TX,2,,,,,,,
TX,2,71.6,,94.0,29.96,10.0,,0.18
TX,3,70.0,,100.0,30.0,4.0,4.6,0.01
TX,2,73.9,,93.0,29.93,7.0,4.6,
TX,2,68.7,,100.0,30.01,2.5,6.9,
TX,2,75.2,,89.0,29.97,8.0,8.1,
OK,2,75.0,,73.0,30.1,10.0,9.2,
OK,2,77.0,,64.0,30.08,10.0,8.1,
TX,2,75.2,,100.0,29.94,10.0,8.1,0.01
LA,2,79.0,,79.0,30.01,2.5,17.3,0.0
TX,2,69.1,,100.0,30.01,3.0,6.9,0.01
LA,3,78.8,,83.0,30.01,10.0,,
AL,2,70.0,,90.0,30.09,10.0,3.5,
TN,3,72.0,,66.0,30.09,10.0,6.9,
TN,3,64.9,,84.0,29.83,10.0,8.1,
TX,2,75.2,,100.0,29.96,9.0,,0.01
CO,2,75.9,,22.0,29.81,10.0,15.0,
CO,2,71.6,,31.0,30.01,50.0,,
CO,2,75.0,,26.0,29.82,10.0,,
CO,2,66.2,,28.0,30.01,50.0,,
CO,2,57.2,,59.0,30.01,10.0,,
CO,2,66.2,,28.0,30.01,50.0,,
TX,2,91.9,,21.0,29.74,10.0,5.8,
OR,2,63.0,,34.0,29.93,10.0,20.7,
WA,2,57.9,,84.0,29.96,10.0,5.8,
WA,2,60.1,,78.0,29.96,10.0,4.6,
WA,2,65.1,,74.0,29.96,10.0,11.5,
WA,2,64.4,,73.0,29.94,10.0,,
CA,2,66.0,,54.0,29.84,10.0,3.5,
CA,3,71.1,,41.0,29.84,10.0,10.4,
CA,3,81.0,,39.0,29.83,10.0,6.9,
CA,3,69.1,,54.0,29.88,10.0,13.8,
CA,3,87.1,,21.0,29.85,10.0,4.6,
CA,2,95.0,,13.0,29.75,10.0,9.2,
CA,3,69.1,,75.0,29.84,10.0,4.6,
CA,2,57.2,,94.0,29.87,1.8,,
CA,2,66.0,,75.0,29.87,10.0,4.6,
CA,3,75.9,,58.0,29.88,10.0,3.5,
CA,2,,,,,,,
MI,2,50.0,,96.0,30.25,1.0,3.5,
MI,3,66.9,,79.0,30.25,8.0,4.6,
NY,3,73.0,,96.0,30.22,1.2,,
PA,2,69.8,,100.0,30.23,0.5,,
NJ,2,75.9,,87.0,30.22,5.0,4.6,
NY,2,73.9,,87.0,30.23,10.0,11.5,0.0
NY,3,73.4,,94.0,30.43,6.0,,
CT,3,71.1,,90.0,30.24,10.0,5.8,
DC,3,,,,,,,
IN,2,59.0,,93.0,30.18,10.0,3.5,
OH,3,73.9,,57.0,30.15,10.0,3.5,
NC,2,73.4,,100.0,30.13,7.0,4.6,
NC,3,73.4,,94.0,30.18,0.5,,
NC,2,73.0,,100.0,30.1,10.0,,
VA,2,73.0,,96.0,30.17,0.8,5.8,
FL,3,84.2,,74.0,29.93,10.0,,
FL,3,80.1,,94.0,30.01,10.0,4.6,
FL,2,84.0,,79.0,29.97,10.0,5.8,
FL,2,75.2,,100.0,29.99,7.0,,
FL,2,81.0,,91.0,29.99,10.0,4.6,
