Severity,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,CA,77.0,,50.0,29.83,10.0,11.5,
3,NY,73.9,,85.0,29.81,10.0,8.1,
2,PA,71.1,,100.0,29.8,8.0,,
2,IN,68.0,,90.0,29.92,10.0,,
2,SC,75.0,,84.0,29.95,10.0,4.6,
2,SC,79.0,,74.0,29.96,10.0,3.5,
3,FL,84.9,,77.0,29.99,10.0,3.5,
3,GA,81.1,,77.0,30.02,10.0,,
3,NE,72.5,,91.0,29.91,10.0,4.6,
2,IL,71.1,,78.0,29.91,10.0,,
3,TX,75.4,,99.0,30.01,7.0,,
2,TX,79.0,,79.0,30.0,10.0,,
2,TN,71.1,,90.0,30.01,10.0,,
2,TX,80.1,,90.0,30.01,10.0,4.6,
3,UT,64.9,,39.0,29.86,6.0,5.8,
2,AZ,91.4,,29.0,29.86,10.0,11.5,
2,AZ,96.8,,25.0,29.75,10.0,6.9,
2,WA,41.0,,86.0,30.04,10.0,,
2,WA,51.1,,77.0,30.13,10.0,,
2,CA,57.9,,75.0,29.98,10.0,4.6,
3,CA,59.0,,77.0,29.97,10.0,4.6,
2,CA,61.0,,70.0,29.98,10.0,8.1,
2,CA,59.0,,78.0,29.96,10.0,,
2,CA,53.2,,26.0,29.76,10.0,5.8,
2,CA,57.2,,41.0,29.93,10.0,,
2,CA,61.0,,42.0,29.85,10.0,,
2,NJ,71.1,,87.0,30.01,10.0,6.9,
2,NC,64.9,,97.0,29.96,8.0,,
3,NC,66.0,,96.0,29.93,10.0,,
3,VA,73.9,,87.0,29.94,10.0,4.6,
2,NC,87.1,,49.0,29.96,10.0,3.5,
2,VA,88.0,,53.0,29.94,10.0,12.7,
3,GA,90.0,,45.0,29.95,10.0,4.6,
3,MN,57.2,,100.0,30.02,5.0,5.8,
3,IL,69.1,,78.0,30.01,10.0,11.5,
4,TX,88.0,,43.0,29.76,10.0,17.3,
2,TX,69.8,,100.0,29.98,0.5,3.5,
2,TX,73.0,,90.0,29.95,10.0,,
2,TX,84.0,,65.0,29.96,10.0,5.8,
2,TX,82.9,,63.0,29.89,10.0,,
3,TX,80.1,,71.0,29.93,10.0,,
2,TX,71.6,,100.0,29.97,7.0,,
3,TN,93.9,,35.0,29.94,10.0,3.5,
2,FL,78.1,,87.0,29.97,10.0,,
2,TX,95.0,,47.0,29.88,10.0,3.5,
2,CO,62.6,,43.0,29.73,10.0,8.1,
2,TX,73.0,,68.0,29.76,10.0,5.8,
2,CA,52.0,,89.0,29.91,9.0,5.8,
2,CA,87.8,,25.0,29.83,10.0,11.5,
2,CA,75.0,,29.0,29.78,10.0,9.2,
3,CA,64.0,,84.0,29.81,10.0,,
3,CA,62.6,,77.0,29.79,10.0,,
3,CA,75.9,,52.0,29.7,10.0,9.2,
3,MI,64.9,,97.0,30.08,9.0,8.1,0.01
3,MI,71.2,,87.0,30.05,10.0,5.8,
2,MI,73.0,,84.0,29.95,10.0,9.2,
2,NJ,73.9,,62.0,30.19,10.0,5.8,
3,PA,60.1,,100.0,30.25,0.5,5.8,
2,VA,77.5,,69.0,30.19,10.0,,
2,IN,89.6,,62.0,29.99,10.0,12.7,
2,IN,88.0,,57.0,29.94,10.0,15.0,
2,NC,72.0,,91.0,30.16,10.0,,
2,NC,84.0,,61.0,30.13,10.0,4.6,
2,FL,91.0,,63.0,30.01,10.0,16.1,
2,FL,91.0,,59.0,30.0,10.0,10.4,
2,FL,84.9,,77.0,30.08,10.0,4.6,
2,FL,73.4,,100.0,30.07,7.0,4.6,
2,SC,68.0,,90.0,30.07,7.0,,
3,SC,86.0,,51.0,30.16,10.0,,
3,WI,68.0,,88.0,30.0,5.0,6.9,
2,OK,91.0,,50.0,29.87,10.0,17.3,
2,TX,,,,,,,
3,TX,87.8,,55.0,29.9,10.0,9.2,
2,TX,89.6,,62.0,29.91,8.0,11.5,
2,AZ,73.4,,100.0,29.84,10.0,,
3,NM,59.0,,90.0,29.82,8.0,6.9,0.01
3,CA,57.2,,94.0,29.81,10.0,5.8,
2,CA,63.0,,93.0,29.8,8.0,4.6,
3,CA,72.1,,68.0,29.87,7.0,,
2,CA,72.0,,71.0,29.84,10.0,6.9,
2,RI,64.4,,77.0,30.13,10.0,5.8,
3,NY,64.9,,81.0,30.17,10.0,13.8,
3,CT,70.0,,68.0,30.12,10.0,15.0,
2,NY,69.1,,68.0,30.27,10.0,12.7,
2,MA,66.0,,73.0,30.12,10.0,13.8,
2,IN,81.0,,58.0,29.95,10.0,11.5,
3,OH,86.0,,55.0,29.94,10.0,15.0,
2,TN,86.0,,49.0,30.02,10.0,8.1,
2,NC,73.4,,94.0,30.28,5.0,,
2,NC,75.2,,83.0,30.16,10.0,,
3,VA,82.9,,53.0,30.13,7.0,4.6,
2,FL,78.1,,93.0,30.06,10.0,6.9,
2,SC,71.6,,83.0,30.22,10.0,,
2,SC,73.9,,97.0,30.18,6.0,,
2,SC,82.0,,62.0,30.21,10.0,5.8,
3,SC,87.1,,57.0,30.1,10.0,16.1,
2,NE,63.0,,54.0,30.25,10.0,11.5,
3,WI,72.0,,78.0,29.67,10.0,13.8,
3,TX,77.0,,100.0,29.93,10.0,6.9,
2,TX,76.3,,100.0,29.95,5.0,5.8,
2,OK,69.8,,100.0,29.99,7.0,10.4,
2,OK,63.0,,87.0,30.09,7.0,21.9,0.05
2,TX,84.2,,74.0,29.9,10.0,,
3,MS,,,,,,,
3,TN,75.0,,71.0,30.06,10.0,4.6,
2,TN,80.1,,60.0,30.1,10.0,10.4,
3,TN,82.0,,58.0,30.1,10.0,8.1,
2,TN,84.0,,58.0,30.1,10.0,17.3,
3,TN,78.1,,79.0,30.05,10.0,6.9,0.02
3,CA,61.0,,64.0,29.87,10.0,,
2,CA,61.0,,78.0,30.05,9.0,,
2,CA,79.0,,56.0,29.94,10.0,3.5,
3,CA,82.9,,41.0,29.91,10.0,10.4,
2,CA,,,,,,,
3,CA,66.9,,84.0,29.97,10.0,5.8,
3,MA,70.0,,55.0,30.03,10.0,11.5,
2,NC,82.9,,65.0,30.11,10.0,4.6,
3,FL,86.0,,67.0,29.95,10.0,10.4,
2,AL,91.0,,53.0,30.03,10.0,3.5,
2,CO,60.8,,36.0,30.23,30.0,,
3,FL,87.1,,65.0,29.99,10.0,10.4,
2,OK,64.9,,87.0,30.03,10.0,8.1,
2,CA,51.8,,67.0,29.84,10.0,8.1,
3,CA,82.9,,29.0,29.87,10.0,6.9,
2,CA,50.0,,100.0,29.92,0.2,,
2,MA,48.9,,77.0,30.66,10.0,4.6,
3,MI,64.0,,100.0,30.08,10.0,9.2,0.0
3,MA,55.9,,87.0,30.42,10.0,5.8,
3,CT,50.0,,93.0,30.45,10.0,6.9,
2,NY,54.0,,86.0,30.43,10.0,8.1,
3,NY,60.1,,75.0,30.39,10.0,9.2,
2,PA,59.0,,100.0,30.39,10.0,3.5,
2,PA,59.0,,100.0,30.41,10.0,5.8,
2,NY,63.0,,67.0,30.49,10.0,12.7,
2,IN,63.0,,93.0,30.06,8.0,9.2,0.01
2,OH,67.6,,94.0,30.12,10.0,9.2,0.05
2,SC,65.8,,97.0,30.18,5.0,6.9,
2,NC,68.0,,93.0,30.17,5.0,8.1,
3,VA,64.9,,100.0,30.29,7.0,3.5,
2,FL,84.0,,76.0,29.99,10.0,9.2,
2,FL,82.0,,76.0,30.05,10.0,6.9,
2,SC,69.8,,94.0,30.18,7.0,5.8,
2,SC,71.1,,96.0,30.18,3.0,9.2,0.03
2,GA,86.0,,61.0,30.08,10.0,9.2,
2,IL,71.1,,78.0,29.91,9.0,4.6,
2,OK,68.0,,94.0,29.95,2.5,3.5,0.0
2,OK,72.0,,87.0,29.91,10.0,,0.0
3,TX,77.0,,76.0,29.85,10.0,5.8,
3,TN,73.0,,100.0,29.96,8.0,3.5,0.4
2,TN,73.0,,90.0,30.04,9.0,8.1,0.0
2,TN,73.0,,90.0,30.01,10.0,8.1,
3,CA,51.1,,68.0,29.81,10.0,,
2,CA,59.0,,55.0,29.84,10.0,,
2,CA,89.6,,13.0,29.78,10.0,6.9,
2,CA,55.4,,82.0,29.87,8.0,,
2,CA,46.4,,87.0,29.88,10.0,,
2,CA,50.0,,100.0,29.91,0.2,5.8,
2,CA,93.9,,13.0,29.75,10.0,8.1,
2,CA,64.9,,84.0,29.92,6.0,6.9,
2,CA,78.1,,54.0,29.85,10.0,,
3,MI,66.9,,93.0,29.95,3.0,4.6,0.0
2,NJ,60.1,,96.0,30.3,1.0,10.4,0.23
2,IN,72.0,,93.0,29.97,6.0,11.5,0.0
2,OH,69.1,,96.0,30.04,4.0,13.8,
2,NC,71.1,,96.0,30.2,1.5,4.6,
3,VA,,,,,,,
2,NC,79.0,,77.0,30.19,10.0,5.8,
2,FL,84.0,,74.0,30.05,10.0,8.1,
3,FL,90.0,,55.0,30.05,10.0,12.7,
2,SC,67.6,,100.0,30.2,4.0,4.6,
3,SC,73.0,,93.0,30.16,8.0,4.6,
2,GA,82.9,,67.0,30.12,10.0,6.9,0.0
3,FL,84.0,,74.0,30.13,10.0,,
2,IL,80.1,,48.0,29.78,10.0,17.3,
3,TX,73.4,,94.0,29.95,10.0,8.1,
2,TX,93.0,,50.0,29.83,10.0,11.5,
2,LA,75.0,,96.0,30.02,8.0,4.6,
2,TX,71.1,,90.0,29.88,10.0,5.8,
3,TX,73.4,,100.0,29.98,7.0,9.2,
2,AL,,,,,,,
3,TX,77.0,,94.0,29.92,10.0,,
3,TX,87.8,,58.0,29.9,10.0,6.9,
2,CO,48.2,,66.0,30.3,50.0,8.1,
2,AZ,80.1,,36.0,29.81,10.0,6.9,
2,OR,63.0,,58.0,30.19,10.0,6.9,
2,CA,53.6,,82.0,29.92,10.0,5.8,
2,CA,53.1,,89.0,29.99,6.0,3.5,
2,CA,62.1,,90.0,29.87,2.0,,
3,CA,70.0,,68.0,29.89,10.0,8.1,
3,MI,66.9,,84.0,29.83,10.0,10.4,
3,MD,71.6,,94.0,30.03,7.0,5.8,
2,IN,59.0,,88.0,30.06,10.0,13.8,
2,KY,61.0,,87.0,30.12,10.0,,
3,OH,66.9,,97.0,29.98,10.0,11.5,
3,NC,82.9,,63.0,30.06,10.0,9.2,
2,NC,84.9,,61.0,30.01,10.0,8.1,
2,VA,87.1,,57.0,29.93,10.0,10.4,
3,FL,86.0,,70.0,30.01,10.0,11.5,
3,MO,69.1,,42.0,30.13,10.0,5.8,
3,MO,60.1,,64.0,30.16,10.0,5.8,
2,NE,70.0,,28.0,30.13,10.0,3.5,
2,MN,57.9,,53.0,30.11,10.0,12.7,
3,WI,48.2,,82.0,30.06,10.0,6.9,
2,IL,64.9,,43.0,30.1,10.0,11.5,
2,TX,79.0,,84.0,30.04,10.0,,
2,TN,73.0,,90.0,30.03,9.0,3.5,0.0
3,AZ,100.0,,15.0,29.75,10.0,8.1,
3,CA,55.0,,80.0,29.99,10.0,,
2,CA,62.6,,88.0,30.01,10.0,,
2,CA,64.9,,87.0,29.98,4.0,3.5,
2,MI,62.1,,52.0,30.08,10.0,9.2,
3,MI,60.1,,67.0,29.93,10.0,10.4,
2,NY,61.0,,64.0,30.2,10.0,4.6,
2,CT,72.0,,55.0,30.11,10.0,4.6,
2,IN,55.0,,74.0,30.12,10.0,5.8,
3,IN,60.1,,62.0,30.1,10.0,3.5,
3,TN,73.9,,97.0,29.92,10.0,12.7,0.01
2,NC,71.1,,100.0,30.04,9.0,5.8,0.06
2,NC,77.0,,84.0,30.05,10.0,5.8,
2,VA,66.9,,97.0,30.05,2.0,6.9,0.0
3,FL,90.0,,59.0,29.99,10.0,13.8,
2,SC,77.0,,82.0,30.04,10.0,9.2,
2,SC,77.0,,83.0,30.07,10.0,,
2,SC,73.4,,100.0,30.01,10.0,,
2,IL,50.0,,80.0,30.11,10.0,4.6,
2,IL,69.1,,36.0,29.95,10.0,10.4,
2,TX,79.9,,52.0,29.95,10.0,5.8,
3,TX,62.1,,78.0,30.09,10.0,3.5,
3,TX,75.9,,46.0,29.96,10.0,4.6,
2,TX,79.0,,50.0,29.97,10.0,,
2,OK,60.1,,78.0,29.97,10.0,5.8,
2,LA,82.0,,71.0,29.99,10.0,9.2,0.0
2,TN,63.0,,93.0,30.0,1.5,6.9,0.11
2,AL,73.9,,93.0,29.99,10.0,6.9,
2,TN,64.9,,93.0,29.99,2.0,5.8,0.0
3,AL,73.9,,91.0,30.0,10.0,,
2,TX,77.0,,74.0,29.97,10.0,6.9,
2,CO,64.4,,16.0,30.13,50.0,5.8,
2,CO,69.1,,18.0,29.91,10.0,5.8,
3,UT,63.9,,28.0,30.05,10.0,8.1,
2,CA,73.4,,16.0,30.05,10.0,6.9,
2,CA,63.0,,67.0,29.93,10.0,3.5,
2,CA,64.0,,70.0,29.92,10.0,13.8,
2,CA,55.9,,93.0,29.91,10.0,6.9,
2,CA,70.0,,78.0,29.82,10.0,8.1,
3,NY,57.0,,89.0,30.07,10.0,9.2,
2,PA,59.0,,100.0,29.97,10.0,4.6,
2,NY,57.2,,94.0,30.08,10.0,5.8,
2,RI,57.0,,96.0,30.07,4.0,12.7,0.1
3,VA,53.6,,100.0,30.07,10.0,,
2,PA,59.0,,93.0,30.02,10.0,9.2,
2,KY,62.1,,86.0,30.2,10.0,,
2,OH,66.0,,56.0,30.14,10.0,4.6,
2,NC,71.6,,94.0,30.1,4.0,,
2,NC,73.9,,82.0,30.1,10.0,4.6,
2,FL,87.1,,69.0,30.07,10.0,12.7,
2,FL,84.9,,72.0,30.04,10.0,10.4,
2,SC,69.8,,100.0,30.03,3.0,4.6,
2,SC,82.9,,58.0,30.07,10.0,6.9,
2,FL,75.9,,91.0,30.09,10.0,,
2,SC,,,,,,,
2,SC,82.4,,84.0,30.08,10.0,4.6,
2,TX,78.1,,66.0,30.1,10.0,5.8,
2,OK,73.9,,68.0,30.06,10.0,15.0,
2,LA,82.9,,69.0,30.07,10.0,4.6,
2,TN,77.0,,48.0,30.12,10.0,3.5,
2,TX,71.6,,94.0,30.08,3.0,6.9,
2,CO,46.0,42.5,63.0,30.02,10.0,6.9,
2,UT,43.0,38.8,47.0,29.99,10.0,6.9,
3,AZ,93.9,,18.0,29.82,10.0,,
2,NM,72.7,,10.0,30.27,10.0,9.2,
2,CA,70.0,,55.0,29.82,9.0,5.8,
2,CA,68.0,,61.0,29.88,10.0,5.8,
3,CA,73.0,,71.0,29.8,9.0,8.1,
3,NY,55.0,,86.0,30.18,10.0,,
2,NC,71.1,,87.0,30.21,10.0,5.8,
3,TX,79.0,,79.0,30.13,10.0,9.2,
3,WA,57.0,,74.0,29.71,10.0,,
2,CA,69.1,,75.0,29.87,7.0,,
3,CA,75.0,,50.0,29.91,10.0,4.6,
3,CA,80.1,,35.0,29.8,10.0,15.0,
2,MI,75.0,,66.0,30.06,10.0,10.4,
2,NY,81.0,,58.0,30.04,10.0,6.9,
3,KY,71.1,,96.0,29.94,7.0,,0.05
3,IN,64.9,,100.0,29.96,2.0,8.1,0.04
3,VA,80.1,,85.0,30.04,3.0,9.2,0.09
2,FL,86.0,,79.0,30.1,10.0,13.8,
2,FL,80.6,,89.0,30.13,10.0,8.1,
3,GA,75.9,,87.0,30.03,3.0,4.6,0.0
2,SC,82.9,,77.0,30.12,10.0,5.8,
2,FL,77.0,,90.0,30.01,10.0,,
3,FL,80.6,,74.0,30.07,10.0,6.9,
3,MN,79.0,,56.0,30.04,10.0,8.1,
2,OK,84.0,,41.0,30.05,10.0,5.8,
3,TX,80.6,,89.0,29.95,9.0,4.6,
2,TX,84.9,,80.0,29.98,10.0,5.8,
2,TX,78.8,,74.0,29.96,10.0,,
2,NV,,,,,,,
3,AZ,86.0,,57.0,29.83,10.0,5.8,
2,OR,66.0,,70.0,30.1,10.0,13.8,
3,WA,99.0,,15.0,29.84,10.0,6.9,
3,CA,57.0,,89.0,29.97,7.0,6.9,
2,CA,62.1,,75.0,29.91,9.0,6.9,
3,CA,75.0,,50.0,29.91,10.0,6.9,
3,CA,64.9,,68.0,30.0,10.0,12.7,
2,CA,,,,,,,
2,CA,70.0,,78.0,29.94,10.0,,
3,CA,69.1,,90.0,29.96,10.0,,
2,CA,102.2,,18.0,29.91,6.0,6.9,
2,NY,75.9,,85.0,29.97,10.0,3.5,0.01
2,MI,79.0,,56.0,29.97,10.0,10.4,
2,NJ,86.0,,67.0,30.03,10.0,9.2,
3,MD,75.2,,100.0,30.04,10.0,4.6,
2,KY,73.0,,84.0,30.01,10.0,,0.09
2,NC,80.1,,77.0,30.11,10.0,6.9,
3,VA,77.0,,88.0,30.06,10.0,9.2,0.0
3,VA,68.0,,96.0,30.18,7.0,3.5,
2,NC,88.0,,61.0,30.06,10.0,5.8,
3,FL,79.0,,84.0,30.09,9.0,15.0,0.02
2,FL,77.0,,88.0,30.08,10.0,12.7,0.02
2,FL,77.0,,94.0,30.09,10.0,4.6,
2,FL,88.0,,67.0,30.01,10.0,12.7,
3,GA,71.1,,93.0,30.04,5.0,6.9,
2,SC,87.1,,57.0,30.08,10.0,9.2,
3,SC,71.6,,94.0,30.09,10.0,4.6,0.61
3,KS,68.0,,76.0,30.04,10.0,5.8,
2,WI,80.4,,41.0,29.91,10.0,8.1,
2,IL,76.6,,64.0,29.94,10.0,6.9,
2,OK,87.1,,30.0,29.99,10.0,3.5,
2,OK,82.0,,42.0,29.97,10.0,11.5,
2,LA,84.0,,63.0,29.91,10.0,13.8,
3,AL,75.9,,97.0,29.97,10.0,4.6,0.0
2,NV,93.2,,10.0,30.14,10.0,11.5,
3,CA,62.1,,75.0,29.96,10.0,5.8,
3,CA,59.0,,81.0,29.88,10.0,5.8,
3,CA,55.0,,86.0,29.98,10.0,8.1,
2,CA,59.0,,75.0,29.9,10.0,12.7,
2,CA,64.9,,63.0,29.98,10.0,17.3,
2,CA,87.1,,39.0,29.84,5.0,10.4,
2,CA,70.0,,61.0,,10.0,,
3,NY,72.0,,81.0,30.08,10.0,11.5,
3,MA,89.1,,53.0,30.07,,13.8,
2,MI,68.0,,87.0,29.98,4.0,12.7,0.03
3,NJ,77.2,,87.0,30.12,4.0,,0.08
2,NY,,,,,,,
3,OH,81.0,,50.0,30.03,10.0,8.1,
2,TN,71.1,,93.0,30.04,4.0,8.1,0.13
2,NC,73.9,,93.0,30.11,2.0,12.7,0.08
2,NC,86.0,,67.0,30.13,10.0,10.4,
3,FL,86.0,,79.0,30.08,10.0,13.8,0.0
2,SC,86.0,,79.0,30.15,10.0,17.3,
2,MO,71.1,,73.0,29.98,10.0,6.9,
2,MN,71.1,,47.0,29.97,10.0,4.6,
3,TX,93.9,,30.0,29.9,10.0,5.8,
3,TX,71.1,,63.0,29.99,10.0,,
2,OK,87.1,,39.0,30.01,10.0,10.4,
2,TX,95.0,,24.0,29.9,10.0,4.6,
3,TN,86.0,,49.0,30.01,10.0,4.6,
2,AL,82.0,,67.0,29.97,10.0,4.6,
2,LA,87.8,,31.0,29.97,10.0,6.9,
2,AZ,106.3,,16.0,29.75,10.0,3.5,
2,CA,87.8,,31.0,29.88,10.0,5.8,
2,CA,51.1,,100.0,29.93,2.0,4.6,
2,CA,71.1,,87.0,29.92,10.0,6.9,
3,CA,91.0,,26.0,29.87,10.0,10.4,
2,CA,91.4,,36.0,29.85,10.0,9.2,
2,CA,82.0,,60.0,29.86,10.0,12.7,
2,MA,89.6,,52.0,30.11,10.0,13.8,
3,MI,66.9,,87.0,30.04,10.0,,
3,NY,71.1,,93.0,30.11,9.0,5.8,
3,NC,68.0,,93.0,30.1,4.0,,0.08
2,NC,72.0,,97.0,30.13,10.0,9.2,
2,NC,73.0,,96.0,30.17,10.0,5.8,0.0
2,NC,73.0,,96.0,30.17,10.0,5.8,0.0
2,NC,75.0,,90.0,30.17,10.0,12.7,0.01
3,SC,69.8,,100.0,30.1,10.0,3.5,
3,SC,80.1,,90.0,30.09,10.0,12.7,0.06
3,GA,80.6,,74.0,30.14,10.0,3.5,
2,MN,83.5,,64.0,29.83,10.0,6.9,
3,MN,64.9,,78.0,29.94,10.0,11.5,
2,LA,77.0,,90.0,30.05,10.0,4.6,
2,TX,91.4,,28.0,30.03,10.0,5.8,
2,TX,96.8,,19.0,29.98,10.0,11.5,
2,AL,75.9,,87.0,30.11,8.0,,
3,AL,82.9,,65.0,30.1,10.0,10.4,
2,NM,77.0,,48.0,29.95,10.0,5.8,
2,OR,55.4,,100.0,30.14,5.0,,
2,WA,73.0,,48.0,30.12,10.0,5.8,
2,CA,79.0,,62.0,29.9,10.0,,
3,CA,91.9,,30.0,29.79,10.0,15.0,
2,CA,82.9,,37.0,29.83,10.0,4.6,
2,CA,78.1,,60.0,29.85,10.0,3.5,
3,MI,90.5,,26.0,30.1,10.0,6.9,
3,VA,73.8,,94.0,30.15,10.0,3.5,
2,NC,77.0,,90.0,30.18,10.0,3.5,
3,GA,82.9,,72.0,30.11,10.0,5.8,
3,GA,89.6,,55.0,30.17,10.0,3.5,
2,CA,62.1,,75.0,29.94,10.0,11.5,
3,CA,91.9,,19.0,29.89,10.0,16.1,
3,CA,77.0,,61.0,29.9,10.0,,
2,NJ,78.1,,81.0,30.17,10.0,4.6,
2,NC,88.0,,61.0,30.13,10.0,8.1,
3,MS,75.2,,100.0,30.15,10.0,3.5,
2,NM,96.1,,21.0,29.82,10.0,16.1,
2,CA,62.1,,58.0,29.87,10.0,4.6,
2,CA,70.0,,84.0,29.81,9.0,,
2,CA,82.9,,51.0,29.81,10.0,3.5,
2,NY,75.9,,94.0,30.1,10.0,5.8,
3,NY,79.0,,74.0,30.09,7.0,4.6,
2,NJ,89.1,,52.0,30.08,10.0,3.5,
3,NJ,93.0,,39.0,30.01,10.0,5.8,
2,CT,72.0,,93.0,30.09,8.0,,
3,VA,70.2,,100.0,30.13,7.0,,
3,FL,89.6,,59.0,30.06,10.0,16.1,
2,FL,89.1,,55.0,30.09,10.0,10.4,
2,GA,91.9,,52.0,30.1,10.0,10.4,
2,GA,89.1,,53.0,30.08,10.0,8.1,
2,FL,96.8,,41.0,30.11,10.0,9.2,
2,IL,78.1,,79.0,29.94,10.0,9.2,
2,TX,75.0,,87.0,30.09,10.0,,
2,TX,86.0,,59.0,30.09,10.0,,
2,OK,91.0,,44.0,30.07,10.0,12.7,
3,AL,80.1,,79.0,30.2,10.0,,
3,TN,90.0,,46.0,30.17,10.0,5.8,
2,TX,91.0,,57.0,30.12,10.0,12.7,
2,TX,84.2,,70.0,30.06,10.0,,
2,AZ,100.4,,20.0,29.87,40.0,3.5,
3,WA,64.9,,73.0,30.11,10.0,,
2,WA,82.9,,31.0,30.04,10.0,8.1,
2,CA,55.9,,49.0,30.14,1.5,,
2,CA,57.2,,77.0,29.98,10.0,,
2,NJ,75.9,,94.0,30.02,7.0,5.8,
3,NY,82.9,,74.0,29.98,8.0,4.6,
2,NJ,89.1,,59.0,29.87,10.0,8.1,
4,MD,80.1,,79.0,29.96,,,
3,KY,78.1,,76.0,30.04,10.0,5.8,
2,OH,70.0,,93.0,30.01,10.0,5.8,
3,SC,82.4,,66.0,30.12,10.0,3.5,
2,NC,86.0,,70.0,30.09,10.0,5.8,
2,NC,87.8,,58.0,30.07,10.0,,
2,FL,82.9,,77.0,30.09,10.0,3.5,
3,SC,87.8,,62.0,30.11,10.0,6.9,
2,SC,86.0,,58.0,30.01,10.0,,
2,FL,82.0,,79.0,30.13,10.0,4.6,
3,MO,72.0,,93.0,30.04,10.0,,0.01
3,WI,72.0,,84.0,30.01,10.0,4.6,
3,IL,70.0,,84.0,29.92,10.0,4.6,
2,OK,79.0,,69.0,29.98,10.0,11.5,
2,TX,96.1,,36.0,29.96,10.0,4.6,
2,LA,,,,,,,
2,LA,90.0,,59.0,30.1,10.0,4.6,
2,OK,72.0,,91.0,30.02,0.5,,0.28
2,AR,75.9,,94.0,30.04,10.0,6.9,
2,TX,82.4,,79.0,30.07,9.0,,
3,CO,68.0,,63.0,29.97,10.0,6.9,
2,AZ,96.8,,34.0,29.88,10.0,6.9,
2,AZ,84.2,,48.0,29.75,10.0,12.7,
3,CA,71.6,,43.0,29.96,10.0,9.2,
2,CA,70.0,,44.0,29.86,10.0,3.5,
2,CA,57.0,,87.0,30.04,10.0,3.5,
2,CA,97.0,,20.0,29.79,3.0,8.1,
2,CA,75.2,,44.0,29.81,10.0,,
3,CA,73.0,,46.0,29.75,10.0,4.6,
2,CA,88.0,,45.0,29.77,10.0,6.9,
3,CA,75.9,,75.0,29.76,10.0,5.8,
3,VA,80.6,,74.0,29.9,10.0,8.1,
2,IN,73.0,,93.0,29.95,8.0,9.2,
3,OH,82.9,,65.0,29.89,10.0,10.4,
2,NC,90.0,,55.0,29.99,10.0,,
2,NC,90.0,,57.0,29.97,10.0,3.5,
3,SC,73.9,,97.0,30.04,10.0,,
3,TN,73.9,,87.0,30.05,10.0,6.9,0.14
3,FL,80.1,,85.0,30.08,10.0,3.5,
3,MN,88.0,,49.0,29.82,10.0,15.0,
3,KS,80.1,,76.0,30.01,10.0,3.5,
3,TX,82.0,,71.0,29.95,10.0,11.5,
2,OK,81.0,,62.0,30.03,10.0,3.5,
2,TN,80.1,,71.0,30.01,10.0,4.6,
2,MS,80.6,,79.0,30.03,10.0,5.8,
2,NV,,,,,,,
2,AZ,91.9,,41.0,29.88,10.0,4.6,
2,AZ,96.1,,36.0,29.83,10.0,9.2,
2,AZ,90.0,,38.0,29.81,10.0,10.4,
2,AZ,93.0,,34.0,29.81,10.0,10.4,
2,AZ,96.8,,32.0,29.88,10.0,3.5,
2,NV,93.2,,11.0,30.08,9.0,8.1,
2,CA,59.0,,88.0,29.95,8.0,,
2,CA,57.2,,77.0,29.87,10.0,,
2,CA,87.1,,36.0,29.87,4.0,3.5,
2,CA,99.0,,25.0,29.83,8.0,6.9,
3,CA,67.1,,99.0,29.92,7.0,,
2,CA,95.0,,23.0,29.86,10.0,8.1,
3,CA,89.6,,33.0,29.85,10.0,4.6,
2,MI,72.5,,71.0,29.94,10.0,3.5,
2,MI,82.9,,54.0,29.89,10.0,11.5,
3,NY,75.9,,87.0,29.78,10.0,5.8,0.51
3,PA,79.0,,54.0,29.86,10.0,11.5,
3,NC,86.0,,61.0,29.91,10.0,4.6,
3,FL,71.6,,100.0,30.09,10.0,,
3,SC,82.0,,67.0,30.02,10.0,10.4,
2,SC,86.0,,55.0,30.04,10.0,,
3,GA,80.6,,74.0,30.02,0.2,32.2,
3,FL,75.9,,94.0,30.06,10.0,5.8,0.01
2,TX,75.4,,90.0,29.98,10.0,4.6,
2,TX,80.1,,81.0,29.96,10.0,6.9,0.0
2,OK,91.0,,44.0,29.97,10.0,3.5,
2,TX,87.8,,43.0,29.94,10.0,4.6,
2,TN,80.1,,79.0,30.07,9.0,6.9,0.0
2,TX,89.6,,59.0,30.06,10.0,,
3,UT,69.1,,30.0,30.03,,6.9,
2,AZ,100.9,,29.0,29.78,10.0,11.5,
2,AZ,100.9,,29.0,29.78,10.0,11.5,
2,NM,73.0,,46.0,30.05,10.0,5.8,
3,WA,65.3,,83.0,29.99,10.0,,
3,CA,96.1,,25.0,29.87,5.0,6.9,
3,CA,62.6,,77.0,29.92,10.0,9.2,
2,CA,95.0,,22.0,29.99,2.5,5.8,
3,CA,73.0,,64.0,29.89,10.0,3.5,
3,CA,73.0,,55.0,29.87,10.0,4.6,
2,CA,93.0,,41.0,29.88,10.0,11.5,
3,CA,90.0,,33.0,29.9,10.0,5.8,
3,CA,,,,30.0,10.0,19.6,
3,NH,81.0,,44.0,29.89,10.0,9.2,
2,OH,68.0,,93.0,29.94,10.0,3.5,
3,NC,89.1,,46.0,29.94,10.0,,
3,FL,89.1,,57.0,30.07,10.0,8.1,
2,FL,87.1,,67.0,30.07,10.0,11.5,
